,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
1169,6696462,K01693.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,1,0,0,3.403743926,2.892e-06,-2.892e-06,137.232574,0.000682,-0.000682,1.075,14.74,-0.064,1.5017,0.04,-0.04,815.9,17.4,-17.4,10.77,2.74,-0.98,1101.0,,,346.98,260.77,-93.62,59.5,1.0,q1_q17_dr25_tce,5596.0,152.0,-169.0,4.533,0.044,-0.165,0.853,0.217,-0.078,19h33m02.20s,+42d07m35.9s,14.98,
1175,9842890,K01479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,4.9883872,2.686e-05,-2.686e-05,358.2335,0.00369,-0.00369,0.939,0.008,-0.024,9.142,0.293,-0.293,638.2,14.4,-14.4,2.59,0.74,-0.25,990.0,,,227.27,197.71,-64.86,52.9,1.0,q1_q17_dr25_tce,5819.0,174.0,-192.0,4.565,0.034,-0.184,0.823,0.238,-0.079,19h45m45.15s,+46d36m55.3s,15.752,
1176,8113154,K01542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.586878667,1.826e-06,-1.826e-06,133.817008,0.000582,-0.000582,0.651,0.013,-0.022,6.1614,0.0586,-0.0586,25480.0,119.0,-119.0,19.84,5.89,-2.52,1666.0,,,1823.52,1551.84,-616.21,261.3,1.0,q1_q17_dr25_tce,6812.0,165.0,-235.0,4.343,0.084,-0.182,1.172,0.348,-0.149,19h47m30.63s,+43d56m29.9s,12.897,
1177,5270698,K01543.01,,FALSE POSITIVE,FALSE POSITIVE,0.186,0,1,0,0,3.964333304,1.301e-06,-1.301e-06,136.029542,0.000268,-0.000268,0.094,0.044,-0.094,4.7136,0.0141,-0.0141,25886.2,73.7,-73.7,37.09,6.08,-11.3,1680.0,,,1881.78,806.68,-1019.43,408.5,1.0,q1_q17_dr25_tce,5758.0,77.0,-77.0,3.808,0.233,-0.093,2.318,0.38,-0.706,19h21m47.37s,+40d26m34.4s,14.985,
1178,5024450,K01544.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.525924389,3.86e-07,-3.86e-07,355.479571,0.000181,-0.000181,1.217,0.147,-0.089,3.15998,0.00992,-0.00992,24627.2,70.4,-70.4,49.86,17.22,-6.91,1722.0,,,2072.8,2170.29,-776.23,423.9,1.0,q1_q17_dr25_tce,6203.0,194.0,-259.0,4.427,0.072,-0.217,1.06,0.366,-0.147,19h41m16.98s,+40d11m14.5s,15.063,
1179,5282049,K01545.01,,FALSE POSITIVE,FALSE POSITIVE,0.926,0,1,0,0,5.910371418,7.05e-07,-7.05e-07,360.2852478,8.39e-05,-8.39e-05,0.065,0.063,-0.044,3.88962,0.00306,-0.00306,17219.2,19.3,-19.3,12.62,3.84,-1.28,1053.0,,,290.83,270.46,-91.57,990.3,1.0,q1_q17_dr25_tce,6200.0,200.0,-250.0,4.488,0.05,-0.2,0.958,0.291,-0.097,19h35m20.85s,+40d24m37.6s,15.169,
1182,12019440,K00186.01,Kepler-485 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.24325988,2.09e-07,-2.09e-07,133.6690203,5.24e-05,-5.24e-05,0.117,0.028,-0.08,3.03318,0.00154,-0.00154,16450.9,11.8,-11.8,12.91,2.11,-0.91,1243.0,,,563.17,236.5,-104.64,1586.2,1.0,q1_q17_dr25_tce,5823.0,69.0,-87.0,4.438,0.051,-0.127,1.013,0.166,-0.071,19h39m59.11s,+50d28m12.2s,14.952,
1185,7304449,K01702.01,Kepler-1650 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,1.538180949,1.615e-06,-1.615e-06,131.822823,0.000896,-0.000896,0.932,0.063,-0.679,1.2635,0.0538,-0.0538,841.0,22.4,-22.4,1.0,0.23,-0.18,602.0,,,30.85,19.76,-11.82,47.7,1.0,q1_q17_dr25_tce,3364.0,74.0,-67.0,4.978,0.07,-0.07,0.274,0.062,-0.05,19h50m55.02s,+42d52m00.9s,15.722,
1191,9597806,K01481.01,Kepler-860 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.101375725,8.821e-06,-8.821e-06,357.48217,0.00117,-0.00117,0.027,0.358,-0.027,2.595,0.0378,-0.0378,894.6,18.9,-18.9,2.84,0.88,-0.3,1050.0,,,287.28,264.29,-87.12,55.1,1.0,q1_q17_dr25_tce,5869.0,164.0,-205.0,4.479,0.067,-0.202,0.954,0.297,-0.099,19h42m18.54s,+46d15m17.1s,15.455,
1193,11760959,K01484.01,,FALSE POSITIVE,FALSE POSITIVE,0.133,0,0,1,0,3.47021401,2.206e-05,-2.206e-05,356.09943,0.00469,-0.00469,0.076,0.41,-0.076,2.289,0.155,-0.155,1105.2,85.9,-85.9,2.4,0.21,-0.23,933.0,,,179.02,64.59,-52.77,8.3,1.0,q1_q17_dr25_tce,4922.0,176.0,-176.0,4.555,0.066,-0.044,0.744,0.065,-0.072,19h22m28.03s,+49d57m27.4s,15.305,
1194,9940565,K01548.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.139325409,1.134e-06,-1.134e-06,135.062261,0.000418,-0.000418,1.019,1.09,-0.014,2.8056,0.0227,-0.0227,6897.8,50.8,-50.8,11.61,1.15,-0.94,1007.0,,,243.34,84.03,-59.38,164.4,1.0,q1_q17_dr25_tce,4765.0,130.0,-130.0,4.642,0.032,-0.052,0.666,0.066,-0.054,19h05m01.55s,+46d53m33.6s,14.708,
1196,8111381,K01550.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.233799622,9.59e-07,-9.59e-07,134.720709,0.000346,-0.000346,1.249,1.543,-0.176,3.04,0.0173,-0.0173,2658.5,13.9,-13.9,28.63,7.92,-2.64,1287.0,,,650.73,527.42,-175.21,228.9,1.0,q1_q17_dr25_tce,5741.0,153.0,-170.0,4.555,0.035,-0.196,0.846,0.234,-0.078,19h45m27.77s,+43d54m20.1s,15.195,
1206,8230616,K01713.01,Kepler-316 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.82778157,1.744e-05,-1.744e-05,131.78839,0.0022,-0.0022,0.336,0.124,-0.336,2.3726,0.0632,-0.0632,545.8,18.5,-18.5,1.34,0.08,-0.06,577.0,,,26.31,5.4,-4.33,32.2,2.0,q1_q17_dr25_tce,4198.0,83.0,-83.0,4.689,0.023,-0.028,0.574,0.032,-0.028,19h23m18.24s,+44d11m02.8s,15.224,
1213,9899355,K01554.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.332564478,2.293e-06,-2.293e-06,354.58908,0.00121,-0.00121,1.248,0.387,-0.081,6.0325,0.076,-0.076,1071.5,11.1,-11.1,27.04,7.89,-2.61,1618.0,,,1627.5,1446.33,-492.96,119.6,1.0,q1_q17_dr25_tce,5995.0,189.0,-231.0,4.536,0.048,-0.192,0.878,0.256,-0.085,19h40m50.65s,+46d45m26.0s,15.866,
1223,3657758,K02034.01,Kepler-1065 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.609313059,7.605e-06,-7.605e-06,133.79024,0.00186,-0.00186,0.408,0.032,-0.408,1.7752,0.054,-0.054,1375.1,45.1,-45.1,3.26,0.92,-0.31,1092.0,,,336.16,286.59,-94.96,35.0,1.0,q1_q17_dr25_tce,5668.0,169.0,-186.0,4.545,0.036,-0.192,0.868,0.246,-0.082,19h38m02.70s,+38d47m25.8s,15.54,
1224,9790806,K02035.01,Kepler-1066 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.93155546,1.502e-05,-1.502e-05,131.76708,0.00606,-0.00606,0.861,0.113,-0.635,1.614,0.217,-0.217,504.9,72.5,-72.5,2.25,0.26,-0.09,1290.0,,,655.43,208.06,-85.99,8.6,1.0,q1_q17_dr25_tce,5461.0,73.0,-81.0,4.552,0.018,-0.102,0.858,0.101,-0.034,19h55m27.98s,+46d30m08.1s,13.007,
1228,10019708,K00199.01,Kepler-490 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.268695042,2.62e-07,-2.62e-07,137.4817205,6.5e-05,-6.5e-05,0.065,0.081,-0.044,3.45188,0.00218,-0.00218,10091.4,7.9,-7.9,16.91,2.61,-3.92,1597.0,,,1539.0,624.72,-678.87,1429.9,1.0,q1_q17_dr25_tce,5927.0,80.0,-80.0,4.046,0.182,-0.098,1.691,0.261,-0.392,19h40m06.16s,+46d57m21.6s,14.879,
1265,11709244,K01832.01,Kepler-325 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.544436472,6.76e-06,-6.76e-06,134.90159,0.00127,-0.00127,0.731,0.162,-0.494,1.8141,0.0444,-0.0444,879.3,24.1,-24.1,3.0,0.34,-0.25,1017.0,,,253.48,79.06,-52.84,42.5,1.0,q1_q17_dr25_tce,5445.0,81.0,-81.0,4.458,0.072,-0.096,0.937,0.105,-0.078,19h19m20.50s,+49d49m32.3s,15.009,
1269,11853878,K01833.01,Kepler-968 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.69298623,7.316e-06,-7.316e-06,132.73624,0.0016,-0.0016,0.775,0.051,-0.531,1.7744,0.0543,-0.0543,763.3,25.7,-25.7,1.74,0.15,-0.15,745.0,,,72.66,22.54,-19.48,33.9,1.0,q1_q17_dr25_tce,4402.0,118.0,-144.0,4.682,0.045,-0.036,0.572,0.049,-0.049,19h02m24.61s,+50d06m43.3s,14.265,
1270,5728139,K00206.01,Kepler-433 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.334082429,1.332e-06,-1.332e-06,131.981761,0.000208,-0.000208,0.045,0.052,-0.045,6.2226,0.00687,-0.00687,4676.5,8.3,-8.3,13.08,2.45,-3.0,1495.0,,,1180.64,571.89,-512.17,653.4,1.0,q1_q17_dr25_tce,6332.0,82.0,-75.0,4.016,0.18,-0.12,1.905,0.357,-0.437,19h50m22.48s,+40d58m38.2s,14.463,
1276,4917596,K01973.01,Kepler-1032 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.290114076,6.233e-06,-6.233e-06,133.15709,0.00168,-0.00168,0.203,0.248,-0.203,1.5151,0.0536,-0.0536,645.3,25.7,-25.7,1.49,0.12,-0.13,802.0,,,97.96,29.97,-25.46,30.3,1.0,q1_q17_dr25_tce,4484.0,134.0,-134.0,4.654,0.054,-0.027,0.594,0.046,-0.051,19h19m43.40s,+40d05m51.9s,15.753,
1277,4743513,K00024.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.086075752,1.392e-06,-1.392e-06,170.965627,0.000575,-0.000575,0.914,0.008,-0.012,2.2647,0.052,-0.052,3657.8,53.8,-53.8,10.3,2.08,-3.14,1845.0,,,2747.42,1679.34,-1545.05,102.2,1.0,q1_q17_dr25_tce,6131.0,168.0,-153.0,4.071,0.294,-0.126,1.417,0.287,-0.431,19h23m15.70s,+39d49m10.1s,12.963,
1278,11046458,K00214.01,Kepler-424 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.311864148,3.55e-07,-3.55e-07,131.7427761,8.65e-05,-8.65e-05,0.905,0.005,-0.007,1.4049,0.0139,-0.0139,5976.5,24.2,-24.2,9.06,1.16,-0.33,1116.0,,,365.94,125.14,-46.03,448.2,1.0,q1_q17_dr25_tce,5461.0,73.0,-82.0,4.499,0.023,-0.12,0.937,0.12,-0.034,19h54m29.97s,+48d34m38.8s,14.256,
1279,7132798,K00220.01,Kepler-119 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.422084188,4.83e-07,-4.83e-07,132.940079,0.000165,-0.000165,0.058,0.229,-0.058,2.5613,0.00828,-0.00828,1871.8,5.2,-5.2,3.55,0.75,-0.32,1213.0,,,511.66,323.27,-136.32,423.7,1.0,q1_q17_dr25_tce,5598.0,149.0,-166.0,4.565,0.036,-0.144,0.83,0.176,-0.075,19h43m47.14s,+42d39m32.1s,14.236,
1282,6026438,K02045.01,Kepler-354 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.47665801,1.349e-05,-1.349e-05,135.70431,0.00214,-0.00214,0.788,0.127,-0.567,2.5482,0.0702,-0.0702,648.0,22.8,-22.8,2.01,0.13,-0.18,741.0,,,71.0,18.57,-18.52,32.1,1.0,q1_q17_dr25_tce,4650.0,125.0,-139.0,4.589,0.048,-0.028,0.706,0.046,-0.061,19h03m00.35s,+41d20m08.3s,15.549,
1300,8956206,K02048.01,Kepler-1071 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.17998508,1.553e-05,-1.553e-05,132.72278,0.00207,-0.00207,0.175,0.29,-0.175,2.1094,0.0684,-0.0684,750.5,29.4,-29.4,2.12,0.14,-0.11,814.0,,,104.06,23.58,-18.0,29.0,1.0,q1_q17_dr25_tce,5149.0,103.0,-103.0,4.551,0.041,-0.045,0.791,0.051,-0.042,19h32m13.92s,+45d14m55.8s,15.801,
1308,3762468,K00208.01,Kepler-493 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.003879547,3.581e-06,-3.581e-06,134.709874,0.000991,-0.000991,0.338,0.05,-0.338,3.2848,0.0587,-0.0587,8538.0,122.0,-122.0,10.96,3.52,-1.17,1438.0,,,1011.87,959.94,-321.7,80.8,1.0,q1_q17_dr25_tce,6311.0,177.0,-243.0,4.398,0.054,-0.216,1.172,0.376,-0.125,19h41m13.81s,+38d52m53.9s,14.996,
1312,9518318,K01978.01,Kepler-346 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.51112385,1.051e-05,-1.051e-05,131.70646,0.00139,-0.00139,0.882,0.019,-0.663,1.6919,0.0395,-0.0395,695.1,21.3,-21.3,3.09,1.03,-0.34,1008.0,,,243.67,246.25,-79.01,38.4,1.0,q1_q17_dr25_tce,6032.0,190.0,-232.0,4.465,0.056,-0.21,1.001,0.333,-0.111,19h12m02.86s,+46d07m03.4s,15.214,
1316,6862721,K01982.01,Kepler-1781 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.88753111,2.174e-05,-2.174e-05,132.70783,0.00368,-0.00368,0.147,0.31,-0.147,2.034,0.117,-0.117,679.6,46.8,-46.8,2.45,0.61,-0.2,1003.0,,,239.11,179.51,-63.03,17.4,1.0,q1_q17_dr25_tce,5568.0,166.0,-183.0,4.499,0.044,-0.187,0.957,0.237,-0.079,19h26m50.75s,+42d20m29.4s,15.768,
1318,9279354,K02060.01,Kepler-1788 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.800111267,4.014e-06,-4.014e-06,132.04865,0.00121,-0.00121,0.806,0.096,-0.571,1.0237,0.0459,-0.0459,706.7,28.5,-28.5,2.13,0.17,-0.2,956.0,,,197.81,57.46,-54.04,33.5,1.0,q1_q17_dr25_tce,4786.0,130.0,-144.0,4.579,0.06,-0.03,0.704,0.054,-0.066,19h24m53.84s,+45d46m41.1s,15.229,
1320,3937519,K00221.01,Kepler-495 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.413036353,6.26e-07,-6.26e-07,132.443054,0.000151,-0.000151,0.046,0.117,-0.046,2.61366,0.00578,-0.00578,3868.7,8.9,-8.9,6.62,1.37,-1.12,1200.0,,,490.24,266.14,-169.63,480.7,1.0,q1_q17_dr25_tce,5392.0,80.0,-72.0,4.314,0.165,-0.15,1.087,0.224,-0.184,19h03m43.37s,+39d05m53.3s,14.622,
1322,5080636,K01843.01,Kepler-974 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.194496867,5.587e-06,-5.587e-06,134.13511,0.00114,-0.00114,0.863,0.005,-0.625,1.7807,0.0343,-0.0343,660.7,17.1,-17.1,1.57,0.09,-0.12,577.0,,,26.2,5.71,-5.91,45.0,1.0,q1_q17_dr25_tce,3706.0,73.0,-92.0,4.747,0.033,-0.033,0.522,0.032,-0.039,19h00m03.14s,+40d13m14.7s,14.404,
1324,3338885,K01845.02,Kepler-975 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.05821338,4.738e-06,-4.738e-06,135.702454,0.000787,-0.000787,1.004,0.042,-0.696,1.132,0.112,-0.112,748.3,23.7,-23.7,10.69,6.94,-6.3,1168.0,,,439.8,905.81,-373.44,43.2,2.0,q1_q17_dr25_tce,4883.0,146.0,-132.0,3.972,0.57,-0.38,1.667,1.082,-0.983,19h22m11.65s,+38d29m43.0s,14.438,
1328,9965957,K01911.01,Kepler-1011 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.75321539,1.184e-05,-1.184e-05,136.75617,0.00153,-0.00153,0.921,0.017,-0.666,1.7948,0.048,-0.048,733.8,28.1,-28.1,3.14,0.77,-0.26,920.0,,,169.44,130.41,-43.04,31.8,1.0,q1_q17_dr25_tce,5445.0,180.0,-164.0,4.51,0.033,-0.176,0.929,0.229,-0.076,19h49m36.37s,+46d49m26.4s,15.196,
1333,8142942,K01985.01,Kepler-1782 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.756245244,5.387e-06,-5.387e-06,133.903421,0.000816,-0.000816,0.888,0.037,-0.628,1.071,0.0321,-0.0321,623.6,17.5,-17.5,2.24,0.14,-0.09,773.0,,,84.16,19.19,-12.71,45.5,1.0,q1_q17_dr25_tce,4931.0,98.0,-98.0,4.605,0.018,-0.049,0.734,0.048,-0.03,18h43m42.27s,+44d05m16.5s,13.708,
1343,10464050,K01851.01,Kepler-981 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.469754641,8.123e-06,-8.123e-06,131.84402,0.00152,-0.00152,0.494,0.413,-0.295,1.813,0.0503,-0.0503,553.9,17.7,-17.7,2.26,0.67,-0.23,1103.0,,,350.69,308.11,-101.97,37.1,1.0,q1_q17_dr25_tce,5988.0,161.0,-197.0,4.507,0.05,-0.2,0.934,0.28,-0.093,19h16m59.74s,+47d39m00.4s,14.769,
1360,6849046,K00201.01,Kepler-491 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.225384543,2.69e-07,-2.69e-07,137.5606891,5.22e-05,-5.22e-05,0.074,0.08,-0.051,2.82038,0.00192,-0.00192,7563.0,6.0,-6.0,9.0,1.42,-0.77,1111.0,,,360.46,158.93,-82.24,1457.8,1.0,q1_q17_dr25_tce,5574.0,100.0,-111.0,4.403,0.08,-0.12,1.054,0.167,-0.09,19h08m31.34s,+42d21m00.5s,14.014,
1369,9834040,K01998.01,Kepler-1044 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.77408984,1.776e-05,-1.776e-05,135.95524,0.00223,-0.00223,0.026,0.402,-0.026,2.6215,0.0634,-0.0634,520.3,18.3,-18.3,2.5,0.75,-0.33,1058.0,,,295.82,263.29,-103.88,33.6,1.0,q1_q17_dr25_tce,6246.0,174.0,-239.0,4.433,0.052,-0.208,1.092,0.329,-0.141,19h32m34.67s,+46d39m58.5s,15.368,
1379,4157325,K01860.01,Kepler-416 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.31943553,1.289e-05,-1.289e-05,132.22892,0.00178,-0.00178,0.775,0.012,-0.548,3.3422,0.0457,-0.0457,581.1,10.3,-10.3,2.71,0.39,-0.29,986.0,,,223.15,93.54,-58.6,61.0,1.0,q1_q17_dr25_tce,5670.0,114.0,-114.0,4.397,0.095,-0.105,1.022,0.148,-0.108,19h26m13.67s,+39d13m38.2s,14.028,
1390,6665512,K02005.01,Kepler-1048 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.92101452,2.22e-05,-2.22e-05,135.64343,0.00268,-0.00268,0.771,0.122,-0.535,4.3591,0.0801,-0.0801,529.7,15.0,-15.0,1.48,0.12,-0.14,619.0,,,34.85,11.14,-9.39,39.9,1.0,q1_q17_dr25_tce,4461.0,132.0,-132.0,4.661,0.052,-0.028,0.585,0.049,-0.054,18h47m35.60s,+42d09m56.8s,14.832,
1397,7877496,K00202.01,Kepler-412 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,1.72086129,7.1e-08,-7.1e-08,133.0209998,3.4e-05,-3.4e-05,0.725,0.005,-0.005,2.0243,0.00533,-0.00533,10184.5,8.1,-8.1,13.25,0.85,-1.05,1647.0,,,1743.61,394.07,-379.62,1654.9,1.0,q1_q17_dr25_tce,5742.0,115.0,-115.0,4.297,0.055,-0.045,1.215,0.078,-0.096,19h04m26.48s,+43d40m51.5s,14.309,
1412,9410930,K00196.01,Kepler-41 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,1.855557556,7.9e-08,-7.9e-08,137.181028,3.5e-05,-3.5e-05,0.554,0.011,-0.015,2.35672,0.0061,-0.0061,10570.1,7.1,-7.1,10.05,0.59,-0.66,1436.0,,,1004.89,215.17,-195.32,1853.8,1.0,q1_q17_dr25_tce,5657.0,113.0,-113.0,4.441,0.05,-0.045,0.947,0.056,-0.062,19h38m03.18s,+45d58m53.9s,14.465,
1413,6153672,K01794.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,0,1,0,0,3.364425589,4.881e-06,-4.881e-06,131.66843,0.00121,-0.00121,1.597,49.41,-10.18,1.3261,0.0714,-0.0714,4843.0,194.0,-194.0,56.83,14.74,-4.91,1106.0,,,352.97,276.93,-92.11,32.0,1.0,q1_q17_dr25_tce,5813.0,174.0,-174.0,4.589,0.042,-0.168,0.775,0.201,-0.067,19h57m25.56s,+41d24m51.4s,15.337,
1427,6707908,K02014.01,,FALSE POSITIVE,FALSE POSITIVE,0.998,0,1,0,0,2.466070972,3.827e-06,-3.827e-06,132.32097,0.00129,-0.00129,1.223,12.53,-0.044,1.9559,0.0639,-0.0639,704.5,20.1,-20.1,24.3,7.12,-2.37,1260.0,,,595.8,523.57,-170.54,42.6,1.0,q1_q17_dr25_tce,5708.0,169.0,-186.0,4.529,0.048,-0.192,0.884,0.259,-0.086,19h44m12.10s,+42d06m47.7s,15.601,
1430,6058614,K01799.01,,FALSE POSITIVE,FALSE POSITIVE,0.46,0,1,0,0,1.731079436,2.942e-06,-2.942e-06,134.77977,0.00143,-0.00143,1.404,36.01,-2.015,1.8419,0.0727,-0.0727,11974.0,408.0,-408.0,56.05,17.61,-5.87,1541.0,,,1332.5,1270.24,-419.21,36.2,1.0,q1_q17_dr25_tce,6045.0,189.0,-232.0,4.494,0.052,-0.208,0.955,0.3,-0.1,19h45m13.38s,+41d19m01.6s,15.505,
1433,11298298,K01802.01,Kepler-956 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.248667607,6.064e-06,-6.064e-06,135.516708,0.000962,-0.000962,0.847,0.005,-0.587,1.917,0.0297,-0.0297,601.2,11.9,-11.9,2.84,0.43,-0.2,1056.0,,,293.42,117.44,-53.09,59.5,1.0,q1_q17_dr25_tce,5807.0,78.0,-78.0,4.437,0.051,-0.119,1.012,0.154,-0.071,19h30m07.40s,+49d03m42.2s,13.345,
1436,10619192,K00203.01,Kepler-17 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,1.485710994,9.5e-08,-9.5e-08,132.7935653,5.15e-05,-5.15e-05,0.105,0.022,-0.072,2.2874,0.00174,-0.00174,20823.9,21.1,-21.1,14.48,0.88,-0.88,1562.0,,,1404.81,293.01,-261.68,1176.6,1.0,q1_q17_dr25_tce,5624.0,101.0,-112.0,4.432,0.04,-0.049,1.018,0.062,-0.062,19h53m34.86s,+47d48m54.0s,14.141,
1445,9595827,K00217.01,Kepler-71 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.905081685,3.52e-07,-3.52e-07,133.4150433,7.45e-05,-7.45e-05,0.131,0.016,-0.111,2.8213,0.00486,-0.00486,21340.5,17.9,-17.9,12.78,0.85,-0.52,1046.0,,,282.59,59.74,-44.46,1315.8,1.0,q1_q17_dr25_tce,5543.0,88.0,-121.0,4.54,0.017,-0.052,0.887,0.059,-0.036,19h39m27.72s,+46d17m09.1s,15.127,
1447,4644952,K01805.01,Kepler-319 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.94135824,1.09e-05,-1.09e-05,137.5437,0.0013,-0.0013,0.871,0.022,-0.597,1.8899,0.0363,-0.0363,825.0,22.0,-22.0,2.96,0.33,-0.23,876.0,,,139.05,47.54,-29.54,43.1,1.0,q1_q17_dr25_tce,5527.0,110.0,-110.0,4.491,0.06,-0.09,0.88,0.1,-0.067,19h15m14.87s,+39d46m14.4s,13.828,
1460,6356207,K02021.01,Kepler-1059 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.76417012,1.149e-05,-1.149e-05,132.35462,0.00266,-0.00266,0.287,0.168,-0.287,2.0111,0.0705,-0.0705,558.4,24.0,-24.0,1.7,0.21,-0.14,908.0,,,160.99,74.64,-43.11,27.2,1.0,q1_q17_dr25_tce,5063.0,181.0,-181.0,4.617,0.033,-0.077,0.728,0.093,-0.058,19h16m52.85s,+41d42m23.3s,15.484,
1469,6279974,K01812.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.805259257,1.2e-07,-1.2e-07,132.100916,0.000122,-0.000122,1.245,0.23,-0.169,1.42246,0.00696,-0.00696,1384.3,5.2,-5.2,63.55,8.11,-16.21,2723.0,,,12990.09,4421.69,-6159.32,329.7,1.0,q1_q17_dr25_tce,5872.0,78.0,-78.0,3.926,0.202,-0.067,2.022,0.258,-0.516,19h20m30.37s,+41d36m03.9s,13.742,
1473,10332883,K01880.01,Kepler-994 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.151166776,6.05e-07,-6.05e-07,133.231766,0.00043,-0.00043,0.029,0.329,-0.029,1.0907,0.0142,-0.0142,578.4,8.4,-8.4,1.28,0.08,-0.08,957.0,,,199.25,42.53,-39.24,83.7,1.0,q1_q17_dr25_tce,3951.0,70.0,-86.0,4.73,0.028,-0.035,0.535,0.034,-0.034,19h16m17.34s,+47d24m25.5s,14.44,
1474,9071386,K00023.01,,FALSE POSITIVE,FALSE POSITIVE,0.269,0,1,0,0,4.693305543,3.84e-07,-3.84e-07,136.8627229,6.62e-05,-6.62e-05,0.23,0.024,-0.03,5.17249,0.00775,-0.00775,14522.9,10.7,-10.7,17.85,3.24,-2.43,1389.0,,,881.73,440.8,-279.63,1765.2,1.0,q1_q17_dr25_tce,6365.0,115.0,-140.0,4.22,0.099,-0.121,1.47,0.267,-0.2,18h52m39.92s,+45d24m11.0s,12.291,
1475,9305831,K00204.01,Kepler-44 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.246732048,3.94e-07,-3.94e-07,133.379165,0.000101,-0.000101,0.475,0.043,-0.082,3.0535,0.0194,-0.0194,6998.2,11.7,-11.7,12.4,1.03,-0.93,1459.0,,,1072.7,277.96,-225.02,775.0,1.0,q1_q17_dr25_tce,5763.0,103.0,-114.0,4.15,0.055,-0.044,1.457,0.121,-0.109,20h00m24.57s,+45d45m43.7s,14.678,
